city_name,date,pm2_5,pm_2_5_previous_1_day,pm_2_5_previous_2_day,pm_2_5_previous_3_day,pm_2_5_previous_4_day,pm_2_5_previous_5_day,pm_2_5_previous_6_day,pm_2_5_previous_7_day,mean_7_days,mean_14_days,mean_28_days,std_7_days,exp_mean_7_days,exp_std_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,std_28_days,exp_mean_28_days,exp_std_28_days,year,day_of_month,month,day_of_week,is_weekend,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week
Los Angeles,2023-04-13,14.4,33.9,45.3,50.6,37.4,45.0,41.2,23.7,39.58571428571428,30.428571428571427,26.725,8.900829281856941,37.61409124589498,11.38694543250402,13.704150329872212,32.95794716199831,13.41032301588099,13.374841639768633,28.854836933580977,13.546407474941137,2023,13,4,3,0,0.9796136916454901,-0.20089055513063506,0.43388373911755823,-0.900968867902419
Houston,2023-04-13,16.7,14.3,16.5,13.9,10.1,7.2,4.4,8.8,10.742857142857144,11.171428571428569,11.339285714285714,4.334688432808498,12.456433407289337,3.818655753188655,3.5089837607157746,11.755215230120152,3.741364350379907,3.471613914968538,11.547576158352749,3.533797981509911,2023,13,4,3,0,0.9796136916454901,-0.20089055513063506,0.43388373911755823,-0.900968867902419
Athina,2023-04-13,17.1,14.4,10.0,12.0,21.0,20.0,13.0,10.0,14.342857142857143,14.028571428571428,16.157142857142855,4.496983115696248,13.910784439653918,4.284964161757222,4.3336658086035476,14.39990562826567,5.086194770281532,7.049740135553651,15.412851071951978,6.265873732395294,2023,13,4,3,0,0.9796136916454901,-0.20089055513063506,0.43388373911755823,-0.900968867902419
Gdansk,2023-04-13,20.3,21.4,27.0,11.0,9.0,18.0,12.0,10.0,15.485714285714286,11.671428571428573,13.264285714285714,6.8106359398195595,16.41744626319329,8.00926162526948,7.528655878751492,13.698602476493782,7.96036213602149,9.03819935712018,12.513133240603432,7.903511891108682,2023,13,4,3,0,0.9796136916454901,-0.20089055513063506,0.43388373911755823,-0.900968867902419
Kraków,2023-04-13,25.3,23.0,15.0,45.0,40.0,30.0,27.0,23.0,29.0,21.0,23.571428571428573,10.408329997330654,25.96296707129645,11.949286421715177,11.482428046635173,23.890064993549007,12.039119211758113,12.697122950374672,22.661563820507602,12.485532345197786,2023,13,4,3,0,0.9796136916454901,-0.20089055513063506,0.43388373911755823,-0.900968867902419
Chicago,2023-04-17,3.6,11.7,9.5,16.7,15.8,18.2,10.5,10.2,13.22857142857143,12.37857142857143,12.875,3.5645075796965724,12.811585027623131,3.5348664255477376,3.310398203197953,12.973900890046865,4.097740066242876,5.292876064772068,13.042630189789335,4.773032489219185,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Atlanta,2023-04-17,3.8,8.2,12.7,5.4,7.0,10.7,7.5,17.8,9.9,9.535714285714286,9.767857142857142,4.246567241117622,9.379688259436612,3.46682537571375,3.767391903988987,9.65797394420941,3.757113101100983,3.9374793188337356,9.84532786443556,3.9481940934957875,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Chicago,2023-04-17,3.8,3.6,11.7,9.5,16.7,15.8,18.2,10.5,12.285714285714286,11.735714285714286,12.717857142857143,5.0587971466968895,10.508688358066564,5.285179482267737,4.0543627295614675,11.723496549792234,5.048883744412311,5.504076171107601,12.377381809692636,5.219132160587778,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Atlanta,2023-04-17,4.7,3.8,8.2,12.7,5.4,7.0,10.7,7.5,7.8999999999999995,9.264285714285714,9.375,3.0276503540974935,7.984765944624522,3.97800020441506,4.044294583894538,8.876566488460071,4.062649623541705,3.965464336922903,9.41942485985555,4.119976266832072,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Albuquerque,2023-04-17,5.0,9.4,5.0,7.7,6.0,13.2,5.1,5.0,7.3428571428571425,6.514285714285714,7.585714285714286,3.0680379956671255,7.38913016847458,2.7623179226588066,2.705509234835506,7.171693643864217,2.8242378257691727,2.9216578608873176,7.209017718804182,2.8426637083223216,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Madrid,2023-04-17,5.4,5.4,6.1,9.0,23.0,18.0,7.0,7.0,10.785714285714286,7.821428571428571,7.482142857142857,6.880510778381835,8.995709189025991,6.373099449651991,5.64271873526182,8.642381139265744,5.82458142909581,4.140410927130621,8.166839045761147,5.058213403334831,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Madrid,2023-04-17,5.4,5.4,5.4,6.1,9.0,23.0,18.0,7.0,10.557142857142859,7.778571428571429,7.425,7.051679975451985,8.096781730692738,5.769795622662988,5.65986933410312,8.209873104792877,5.5415593925774855,4.158313849876423,7.971910815364996,4.929587956026807,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Albuquerque,2023-04-17,6.3,5.0,9.4,5.0,7.7,6.0,13.2,5.1,7.3428571428571425,6.521428571428571,7.55,3.0680379956671255,6.791847519330224,2.64034325804023,2.7010478227271957,6.882006864598767,2.738510426768597,2.9477549523763433,7.053388891930451,2.8004389123303643,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Denver,2023-04-17,7.1,8.3,8.7,9.5,12.2,13.4,13.4,15.1,11.514285714285716,10.135714285714286,11.410714285714286,2.6692249633108625,10.108554101997859,2.579879915366632,3.048986500678326,10.578036138133601,2.929080494907638,3.192043265941145,10.927630324325698,3.0900742300173496,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Denver,2023-04-17,7.1,7.1,8.3,8.7,9.5,12.2,13.4,13.4,10.37142857142857,10.235714285714286,11.139285714285714,2.5895393964398865,9.356415441724389,2.64042203178235,2.912204331075354,10.114093588100626,2.990155640039537,3.224942065022459,10.657967653895152,3.141870309084566,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Stockholm,2023-04-17,7.5,8.4,13.2,14.0,16.0,20.0,12.0,5.0,12.657142857142857,9.471428571428572,7.771428571428571,4.905390620822886,11.645152821479076,4.500516465731379,5.037464040173783,10.227877176931138,5.067513246051021,4.7909526728227565,8.5163138569392,5.050286833938246,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Stockholm,2023-04-17,7.5,7.5,8.4,13.2,14.0,16.0,20.0,12.0,13.014285714285714,9.721428571428572,7.789285714285714,4.309844765738309,10.608864430419162,4.353115225158183,4.827513864287718,9.863999907294335,4.814605762784003,4.788902239144652,8.444712922304513,4.876052518611311,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Houston,2023-04-17,7.6,16.7,14.3,16.5,13.9,10.1,7.2,4.4,11.87142857142857,11.471428571428572,11.542857142857143,4.752793664682659,13.51732530893206,3.856918123705298,3.7988720130360485,12.414855192623175,3.895467023634193,3.6151357303988396,11.911152975059089,3.662476045623312,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Sevilla,2023-04-17,7.7,5.4,7.6,19.0,27.0,24.0,12.0,8.0,14.714285714285714,12.857142857142858,10.607142857142858,8.615379382520654,12.815540509704777,8.215203424991131,6.665838776433664,12.771579536672961,7.218483320502517,5.4589327793944395,11.601781506702793,6.300367200455248,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Sevilla,2023-04-17,7.7,7.7,5.4,7.6,19.0,27.0,24.0,12.0,14.671428571428573,12.692857142857141,10.632142857142856,8.655001306703983,11.536655153118042,7.50610335474838,6.769213598879326,12.095070883660018,6.9539679781101205,5.443382225501904,11.326894767028069,6.15866622718329,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Houston,2023-04-17,7.8,7.6,16.7,14.3,16.5,13.9,10.1,7.2,12.328571428571427,11.364285714285714,11.414285714285713,4.010284397942489,12.037993716621003,4.3377802686112075,3.8909376253540215,11.772591539404257,4.004571373311148,3.6910014987117066,11.607425361527385,3.7055991598530666,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Berlin,2023-04-17,7.9,9.2,9.1,8.0,22.0,24.0,20.0,12.0,14.9,10.87857142857143,10.260714285714286,6.848114095622725,12.115197286044499,6.374571637226494,6.484559005399329,11.596148060819344,6.404718798356915,5.81360723652098,10.694872768387988,6.048861608620538,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Berlin,2023-04-17,7.9,7.9,9.2,9.1,8.0,22.0,24.0,20.0,14.314285714285715,11.085714285714285,10.185714285714285,7.298042790462971,11.061397775705451,5.862004475689659,6.326726841540779,11.103111103027363,6.1032040621314545,5.830616147208171,10.497969517452988,5.876922192673965,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Napoli,2023-04-17,8.0,10.9,11.5,17.0,14.0,13.0,13.0,18.0,13.914285714285715,13.671428571428573,15.62142857142857,2.671097509407329,13.174469867102799,2.7968496738022255,3.105188851293559,13.7503113718141,3.834470117878717,6.36322519801358,14.60841420880168,5.521996334161616,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Napoli,2023-04-17,8.0,8.0,10.9,11.5,17.0,14.0,13.0,13.0,12.485714285714286,13.314285714285715,15.37142857142857,2.7931037523566395,11.880852168526705,3.4240090802873584,3.4560664930518366,12.983265252864152,4.105903831873241,6.524021546780573,14.142840871812675,5.595656891229482,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Tampa,2023-04-17,8.4,6.1,7.2,8.0,6.4,6.7,8.0,6.4,6.971428571428572,7.6,7.653571428571429,0.7804150299985363,7.031807203346178,1.0946496089854219,1.3906279710426364,7.371479368693424,1.3473528746020609,1.433328719077108,7.722612537138317,1.6306326708388286,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Columbus,2023-04-17,8.6,10.1,8.3,11.0,8.5,14.6,8.4,11.2,10.299999999999999,8.492857142857142,8.467857142857143,2.261268080819555,9.642987536988814,2.1914572639036587,2.6022074314864896,9.184346660716335,2.4780750208102376,2.5014149435023207,8.69204941466217,2.5579702649642027,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Tampa,2023-04-17,9.0,8.4,6.1,7.2,8.0,6.4,6.7,8.0,7.257142857142858,7.7,7.678571428571429,0.8941609528064888,7.373855463800479,1.1437581578164875,1.3944946699845753,7.508675897279801,1.3057146913682653,1.4402564439496983,7.770335565924706,1.581944214307408,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Varna,2023-04-17,9.1,8.5,6.4,7.1,8.9,9.6,9.8,11.6,8.842857142857143,8.942857142857141,10.075,1.742466779078,8.266697290168949,1.6971086988777466,2.2554939031734795,8.809135638547225,2.3874646955513303,3.540728633948003,9.5214576018825,3.1009572673267445,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Varna,2023-04-17,9.1,9.1,8.5,6.4,7.1,8.9,9.6,9.8,8.485714285714286,8.607142857142858,10.196428571428571,1.2772738827004009,8.47502300495612,1.5205367028293666,1.7756750767023683,8.84793464701254,2.2248900366281306,3.442058185194518,9.491765240612759,2.9915677187369463,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Athina,2023-04-17,9.5,17.1,14.4,10.0,12.0,21.0,20.0,13.0,15.357142857142858,14.178571428571429,16.053571428571427,4.140795874731144,14.708088520229897,3.9994517994345595,4.405622032642563,14.760101315846372,4.82968191896089,7.012395487719621,15.531903435542684,6.056393867399433,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Athina,2023-04-17,9.5,9.5,17.1,14.4,10.0,12.0,21.0,20.0,14.857142857142858,14.0,16.107142857142858,4.652546665664996,13.406066156866016,4.234398047520737,4.549048928495521,14.058445346505254,4.864037898682548,6.954078396826309,15.106946203421746,6.047026429227278,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Columbus,2023-04-17,9.7,8.6,10.1,8.3,11.0,8.5,14.6,8.4,9.928571428571429,8.614285714285716,8.385714285714286,2.301966033426131,9.382240606018964,1.9595470757764872,2.5615071113152665,9.106399431559172,2.3160678429972896,2.4559397817618027,8.68556438636369,2.4661856241868794,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Marseille,2023-04-17,9.8,3.8,12.1,11.0,8.0,6.0,5.0,6.0,7.414285714285714,6.921428571428572,7.067857142857143,3.110427929523803,7.543683156143767,3.5304666883598577,3.176398195205656,7.343036277121041,3.448808077671882,2.7360492701093184,7.9385779695943794,5.2403836948920475,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Marseille,2023-04-17,9.8,9.8,3.8,12.1,11.0,8.0,6.0,5.0,7.957142857142857,6.764285714285714,7.203571428571428,3.1537581511888813,8.107762468183907,3.234469737087604,2.952341220340043,7.670775831760248,3.3255267530084223,2.7750852029438677,8.06971812498696,5.075382036731858,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
San Francisco,2023-04-17,9.8,10.3,7.7,8.6,7.8,13.0,15.8,17.2,11.485714285714286,10.47857142857143,10.903571428571428,3.8989009440390334,10.07603378376394,2.941127262902131,3.345071822024972,10.391311847889224,3.321714295184144,4.882582964181602,10.637772606703443,4.038973526625364,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Gdansk,2023-04-17,9.9,20.3,21.4,27.0,11.0,9.0,18.0,12.0,16.95714285714286,11.549999999999999,13.632142857142856,6.534997358545022,17.388084929296994,7.169985070448525,7.361098371219426,14.579236481313975,7.767836167078793,9.109744622652551,13.062607491074392,7.885507623083771,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Gdansk,2023-04-17,9.9,9.9,20.3,21.4,27.0,11.0,9.0,18.0,16.657142857142855,11.757142857142856,13.164285714285715,6.841504986199339,15.516063361529485,7.12896456647406,7.263365853134727,13.955063293017812,7.417269941645382,8.945729967760297,12.83979674152349,7.646817906835068,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
San Francisco,2023-04-17,10.3,7.7,8.6,7.8,13.0,15.8,17.2,10.7,11.542857142857143,10.592857142857143,11.067857142857145,3.8815190938845543,10.00137836051547,3.392289935457042,3.36576983666539,10.405366969377553,3.5680096204026914,4.9385898100742605,10.663372800966654,4.18833804831177,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Salt Lake City,2023-04-17,12.3,12.4,10.5,10.0,20.6,31.6,24.8,23.8,19.1,17.714285714285715,16.414285714285715,8.314044342757224,16.00231973256459,7.633064243006319,7.756769464633624,16.951708846283868,7.427653436580269,6.309881391484562,16.7742991208149,6.895065861865216,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Salt Lake City,2023-04-17,12.4,10.5,10.0,20.6,31.6,24.8,23.8,27.0,21.185714285714287,17.9,16.689285714285713,8.183403646288951,17.203093263637932,8.423552308858211,7.650138259182997,17.652327903863736,7.726542297060169,6.296226929278639,17.105832540150388,7.037803993744738,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Dallas,2023-04-17,13.6,13.8,12.4,14.3,15.0,13.4,17.1,14.5,14.357142857142858,12.071428571428571,11.346428571428572,1.4729303478182003,13.480360313566909,2.0896917688874095,3.0289446172727357,12.831832119070656,2.9100517149563094,3.7902879928553017,12.149159742477465,3.3806961769587556,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Dallas,2023-04-17,13.8,12.4,14.3,15.0,13.4,17.1,14.5,13.4,14.299999999999999,11.599999999999998,11.200000000000001,1.5055453054181736,13.373813725966759,2.401965702510438,3.2451146714360055,12.68280745795473,3.0972062249508365,3.771137955774289,12.024040563327418,3.473613335663239,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
New York,2023-04-17,14.2,14.4,13.4,13.8,15.6,19.3,22.4,10.2,15.585714285714287,15.928571428571429,15.692857142857145,4.053980994622679,15.313828046434523,3.853026483804713,5.437537419348318,15.729241016317394,4.807202200160666,5.27691889419129,15.50079596098845,5.36302680244128,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Tallinn,2023-04-17,14.3,7.7,13.7,7.0,9.0,7.0,6.0,6.0,8.057142857142857,5.742857142857143,4.835714285714286,2.6943503501816215,8.099751884564501,3.3969603005411164,3.2846295390486904,6.58982389658415,3.6033264263960656,3.3677351754020397,5.327387703508333,3.5060018094909298,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Tallinn,2023-04-17,14.3,14.3,7.7,13.7,7.0,9.0,7.0,6.0,9.242857142857144,6.4071428571428575,5.060714285714285,3.377798663260412,9.649814191175494,4.13085079696714,3.987955768158821,7.618300491005506,4.318908729175324,3.773036824403768,5.959522572237105,4.111081128780813,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
München,2023-04-17,14.4,5.5,6.6,5.0,7.0,11.0,14.0,10.0,8.442857142857143,8.578571428571427,8.039285714285715,3.3125303233113392,7.5753269050814795,3.3206202748250524,4.014622996272234,8.12233595749929,3.703924352724501,3.459644520993482,8.382886941152575,4.519417597777098,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
New York,2023-04-17,14.4,13.4,13.8,15.6,19.3,22.4,10.2,12.4,15.299999999999999,16.52857142857143,16.125,4.218609565563829,15.618437468022384,4.400160625933995,5.712392543534499,15.933843643506329,5.131134815850493,5.649426388450294,15.584226617845133,5.5536547270216365,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
München,2023-04-17,14.4,14.4,5.5,6.6,5.0,7.0,11.0,14.0,9.071428571428571,9.035714285714286,8.160714285714286,4.00279664139723,9.281495484535553,4.2963270415815416,4.298050925505863,8.959726757495691,4.098209213359862,3.623211107589335,8.806802167609861,4.631051778819224,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Wien,2023-04-17,14.5,8.2,10.9,17.0,18.0,15.0,10.0,20.0,14.157142857142857,10.078571428571427,13.682142857142859,4.4921624869903996,12.199598833449464,5.050109331074946,5.670189058227598,12.308729206335501,7.222578317070643,10.951781643368404,12.530240844311583,9.037751644094055,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Wien,2023-04-17,14.5,14.5,8.2,10.9,17.0,18.0,15.0,10.0,13.37142857142857,10.685714285714285,13.87857142857143,3.7133606906746297,12.774699228138022,4.50391974673379,5.65493074743111,12.601027422756863,6.767901142788002,10.913951558639914,12.669013523233112,8.728179884987133,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Phoenix-Mesa,2023-04-17,15.8,15.9,8.9,9.5,9.2,9.2,14.9,18.0,12.228571428571428,11.907142857142858,12.275,3.8900361119636178,11.982880543986841,3.828731565915097,3.8259165389011502,12.04330398277896,4.034610548613072,4.349680703479538,12.58742602597367,4.655958543866323,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Phoenix-Mesa,2023-04-17,15.9,8.9,9.5,9.2,9.2,14.9,18.0,17.7,12.485714285714284,11.614285714285714,12.385714285714284,4.218778879971704,10.677173746693638,3.4043386677488594,3.649627408350093,11.449664358582988,3.9923090385719484,4.482783054681984,12.336362039246097,4.732265832081229,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Amsterdam,2023-04-17,16.0,5.5,5.5,5.0,10.0,25.0,15.0,8.0,10.571428571428571,9.428571428571429,9.178571428571429,7.271110480459474,8.8038510463941,6.3953932845679295,6.580440547729138,9.374950179643692,6.264977063736212,5.1768971933258,9.113963257615342,5.794003420357066,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Amsterdam,2023-04-17,16.0,16.0,5.5,5.5,5.0,10.0,25.0,15.0,11.714285714285714,10.214285714285714,9.321428571428571,7.426625202927767,10.602888607160999,6.481023336101493,6.6671245264018735,10.258679498626845,6.283182707874965,5.311089526422235,9.599095545556818,5.867456452243967,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Kraków,2023-04-17,16.8,25.3,23.0,15.0,45.0,40.0,30.0,27.0,29.32857142857143,21.307142857142857,23.54642857142857,10.221988437630294,25.79722526387381,10.353029475009949,11.539794977895765,24.07815194132725,11.218341001785456,12.692852527741953,22.84774303570897,12.055858612676973,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Kraków,2023-04-17,16.8,16.8,25.3,23.0,15.0,45.0,40.0,30.0,27.87142857142857,21.650000000000002,22.789285714285715,11.28135841195764,23.547918544857232,9.904379708717025,11.31103953598499,23.107303957844593,10.754412933951635,12.428293267579967,22.421669878454864,11.729261924374459,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Paris,2023-04-17,18.1,6.1,4.7,6.0,6.0,15.0,10.0,7.0,7.828571428571428,8.557142857142857,7.242857142857143,3.5659100221001365,7.346902867894383,3.5193815570345652,3.9531320174328597,7.852090947078417,3.765399136803995,3.401789133995415,8.077000782961166,4.526331534881187,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Paris,2023-04-17,18.1,18.1,6.1,4.7,6.0,6.0,15.0,10.0,9.414285714285715,9.421428571428573,7.567857142857143,5.220290084988428,10.035177632626592,5.880765585642024,4.617888057314746,9.219081073026272,5.036041058305579,3.9641031465659067,8.783137088082562,5.0867994213376075,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Milano,2023-04-17,22.9,14.2,25.4,10.0,10.0,12.0,20.0,21.0,16.085714285714285,14.114285714285714,16.87857142857143,6.062845473710833,15.633047736383347,6.204560782896187,5.2610114767259475,15.111765503156922,6.539567454430907,9.746769916722362,15.78192461457362,8.520205047616871,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Milano,2023-04-17,22.9,22.9,14.2,25.4,10.0,10.0,12.0,20.0,16.357142857142858,14.821428571428571,16.946428571428573,6.355013019356542,17.449786127824705,6.358011548624457,5.742979469475191,16.150654470727897,6.6792679382464755,9.783072385043745,16.283404395565313,8.421273307034344,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Los Angeles,2023-04-17,24.7,27.4,14.4,33.9,45.3,50.6,37.4,45.0,36.285714285714285,30.5,26.539285714285715,12.42959218577834,30.707925088315815,12.868676719269086,13.578263172041966,30.071141811811998,13.168041580563996,13.391466030045496,27.804207158423402,13.105120249981193,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Los Angeles,2023-04-17,27.4,14.4,33.9,45.3,50.6,37.4,45.0,41.2,38.25714285714286,30.52857142857143,26.675,11.867021129002447,31.810567047860943,14.667309982806309,13.571657603619775,30.482295715116205,14.096971197854446,13.419737398766484,27.834842507687547,13.592991824822683,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
London,2023-04-17,27.7,5.2,4.0,5.0,6.0,18.0,14.0,5.0,8.171428571428573,8.157142857142857,7.864285714285714,5.502034255834923,7.041474125044479,4.545609315846293,4.4245320110135395,7.800526952599561,4.364691745326011,3.324010773004146,7.964796167170296,3.827390879029916,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
London,2023-04-17,27.7,27.7,5.2,4.0,5.0,6.0,18.0,14.0,11.414285714285715,9.707142857142857,8.567857142857143,8.938014054480739,12.206106519222018,10.433307350073772,6.78306310268046,10.454959483849114,8.112307047656595,5.010733188860398,9.355172801306072,6.33312027057652,2023,17,4,0,0,0.9634705485641488,-0.2678143051621742,0.0,1.0
Stockholm,2023-04-18,3.4,7.5,7.5,8.4,13.2,14.0,16.0,20.0,12.37142857142857,10.042857142857143,7.414285714285714,4.794689522695669,9.831648218363675,4.0405984248125035,4.483081750093567,9.54867952223605,4.558954422534684,4.35079509853291,8.378255149461472,4.707595716764973,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Albuquerque,2023-04-18,4.5,6.3,5.0,9.4,5.0,7.7,6.0,13.2,7.514285714285714,6.535714285714286,7.425,2.9532064898053747,6.668885622972723,2.2981465942460204,2.699175698347448,6.804376307979206,2.5575853448629067,2.922913944324384,7.000390201365017,2.707119535017748,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Tampa,2023-04-18,4.5,9.0,8.4,6.1,7.2,8.0,6.4,6.7,7.3999999999999995,7.671428571428572,7.746428571428571,1.0908712114635708,7.7803916524850765,1.2488345610301939,1.3606721028332198,7.70759506342082,1.3245180122747655,1.4566532272090809,7.856838838721689,1.558506046049766,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Atlanta,2023-04-18,5.4,4.7,3.8,8.2,12.7,5.4,7.0,10.7,7.5,9.128571428571428,9.239285714285714,3.264965543462904,7.163574348107809,3.772082704200018,4.170487625322372,8.319478246070902,4.058949462092951,4.060408598825736,9.087427214982666,4.158263299369852,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Phoenix-Mesa,2023-04-18,6.4,15.8,15.9,8.9,9.5,9.2,9.2,14.9,11.914285714285713,12.1,12.421428571428573,3.4046187116076063,12.937160536236567,3.765855019843085,3.95649417462558,12.544388111861194,3.9829186168426074,4.398346250063739,12.813421147207428,4.5663655595974255,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Madrid,2023-04-18,7.0,5.4,5.4,5.4,6.1,9.0,23.0,18.0,10.328571428571427,7.735714285714286,7.510714285714286,7.210343099953541,7.4225862074138895,5.153522392790494,5.676619679792808,7.835080251952932,5.253139130627694,4.0878627292414915,7.790984461226494,4.799800549046533,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Sevilla,2023-04-18,7.6,7.7,7.7,5.4,7.6,19.0,27.0,24.0,14.057142857142859,12.742857142857144,10.764285714285714,9.021060015847576,10.577491235935742,6.743602278644755,6.72637910202628,11.508837593583333,6.656718941307216,5.319928590840315,11.07175339776979,6.0125253148781646,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Columbus,2023-04-18,7.6,9.7,8.6,10.1,8.3,11.0,8.5,14.6,10.114285714285714,8.778571428571428,8.435714285714285,2.2086410387600917,9.461680465190208,1.7035127827361385,2.551373256602313,9.185576405819635,2.166217557602971,2.468349919025121,8.75692694527786,2.3923787949940203,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Denver,2023-04-18,7.9,7.1,7.1,8.3,8.7,9.5,12.2,13.4,9.471428571428572,9.842857142857143,10.950000000000001,2.4526953104114355,8.792311505482923,2.518455339198679,2.9395746122694146,9.7120609366318,2.9798234237562875,3.302804644316481,10.407675104123898,3.1679206902802264,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
Tallinn,2023-04-18,8.0,14.3,14.3,7.7,13.7,7.0,9.0,7.0,10.428571428571429,7.214285714285714,5.428571428571429,3.5041472028223404,10.812360799617172,4.186674812877138,4.370505540703351,8.509534054728983,4.660769385705364,4.149150483586939,6.546250604859597,4.520523620802554,2023,18,4,1,0,0.9587178169872964,-0.2843591872810034,0.7818314824680297,0.6234898018587336
